"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2043591","Residential Attached","S","32 9079 JONES ROAD","McLennan North","2001","Townhouse","15","Richmond","Richmond","6/30/2016","TOUCHBASE","3","$2,056.43","3/8/2016","024-906-891","3","$246.40","3/16/2016","$708,000","$426.51","1.18","3","4","MF","$599,888","8","1,660","$426.51","1.18","Townhouse"
"R2043511","Residential Detached","S","11361 280 STREET","Whonnock","1974","House with Acreage","42","Maple Ridge","Maple Ridge","12/31/2016","NATHAN OR ART","1","$3,278.20","3/7/2016","011-330-635",,,"3/13/2016","$710,500","$465.60","1.18","1","2","RS3","$599,900","6","1,526","$465.60","1.18","House with Acreage"
"R2044605","Residential Attached","S","403 4132 HALIFAX STREET","Brentwood Park","2005","Apartment/Condo","11","Burnaby North","Burnaby","8/31/2016","ANGIE CHU","3","$2,895.67","3/10/2016","026-304-546",,"$449.17","3/16/2016","$711,000","$527.45","1.08","3","3","APT","$659,000","6","1,348","$527.45","1.08","Apartment/Condo"
"R2043740","Residential Attached","S","501 1320 CHESTERFIELD AVENUE","Central Lonsdale","2009","Apartment/Condo","7","North Vancouver","North Vancouver","6/30/2016","INGA MIN","2","$2,795.36","3/8/2016","028-064-500","19","$416.49","3/15/2016","$712,000","$707.75","1.03","2","2","CD","$688,000","7","1,006","$707.75","1.03","Apartment/Condo"
"R2044870","Residential Detached","S","20732 114 AVENUE","Southwest Maple Ridge","1968","House/Single Family","48","Maple Ridge","Maple Ridge","9/7/2016","Peter McKenna","2","$3,906.26","3/10/2016","009-351-612",,,"3/15/2016","$718,000","$334.73","1.22","3","4","RES","$588,000","5","2,145","$334.73","1.22","House/Single Family"
"R2037159","Residential Detached","S","15946 88 AVENUE","Fleetwood Tynehead","2004","House/Single Family","12","Surrey","Surrey","2/22/2017","Bobby","3","$2,931.00","2/22/2016","025-837-486",,,"3/15/2016","$720,000","$281.25","1.11","4","6","RF-9","$649,900","22","2,560","$281.25","1.11","House/Single Family"
"R2044255","Residential Attached","S","28 7533 HEATHER STREET","McLennan North","2005","Townhouse","11","Richmond","Richmond","12/31/2016","RENA LIANG","3","$2,425.33","3/9/2016","026-183-528",,"$229.67","3/16/2016","$720,000","$496.55","1.08","3","4","APT","$668,000","7","1,450","$496.55","1.08","Townhouse"
"R2044425","Residential Detached","S","18333 64 AVENUE","Cloverdale BC","2002","House/Single Family","14","Cloverdale","Surrey","9/30/2016","GEORGE PORTER","2","$3,270.68","3/6/2016","025-393-171",,,"3/16/2016","$720,000","$279.07","1.06","3","4","RES","$679,000","10","2,580","$279.07","1.06","House/Single Family"
"R2035291","Residential Detached","S","23819 ZERON AVENUE","Albion","1997","House/Single Family","19","Maple Ridge","Maple Ridge","6/30/2016","FRANK BUDD OR TOUCHBASE","3","$4,597.27","2/16/2016","023-053-780",,,"3/16/2016","$720,000","$259.83","0.99","3","5","RS-1","$729,900","29","2,771","$259.83","0.99","House/Single Family"
"R2044571","Residential Attached","S","1201 565 SMITHE STREET","Downtown VW","2009","Apartment/Condo","7","Vancouver West","Vancouver","6/10/2016","ASHLEY","2","$1,820.70","3/10/2016","028-007-336","29","$355.84","3/16/2016","$720,000","$952.38","1.13","2","2","CD-1","$639,000","6","756","$952.38","1.13","Apartment/Condo"
"R2044038","Residential Detached","S","7432 115A STREET","Scottsdale","1977","House/Single Family","39","N. Delta","Delta","5/8/2016","Cathy","3","$2,651.67","3/4/2016","004-289-145",,,"3/13/2016","$720,500","$387.37","1.11","3","4","RS1","$649,800","9","1,860","$387.37","1.11","House/Single Family"
"R2036240","Residential Attached","S","50 22057 49 AVENUE","Murrayville","2015","Townhouse","1","Langley","Langley","4/30/2016","Jeanie Fox","3","$0.00","2/16/2016","900-578-034",,"$197.95","3/13/2016","$723,810","$252.02","1.00","4","4","CD-105","$723,810","26","2,872","$252.02","1.00","Townhouse"
"R2046447","Residential Attached","S","28 15688 28 AVENUE","Grandview Surrey","2016","Townhouse","0","South Surrey White Rock","Surrey","6/12/2016","Display Gallery","3","$0.00","3/14/2016","900-578-435",,"$171.73","3/15/2016","$724,550","$388.71","1.01","4","4","RM","$718,800","1","1,864","$388.71","1.01","Townhouse"
"R2043934","Residential Attached","S","48 6588 BARNARD DRIVE","Terra Nova","1996","Townhouse","20","Richmond","Richmond","5/31/2016","SHERRY SUN","2","$1,931.12","3/9/2016","023-437-171","3","$251.51","3/14/2016","$725,000","$557.69","1.10","2","3","RT","$658,000","5","1,300","$557.69","1.10","Townhouse"
"R2040316","Residential Detached","S","13927 HANSEN ROAD","Bolivar Heights","1966","House/Single Family","50","North Surrey","Surrey","7/1/2016","Touchbase or Craig","2","$3,393.92","3/1/2016","010-927-000",,,"3/14/2016","$725,000","$287.24","1.04","3","6","SFD","$699,900","13","2,524","$287.24","1.21","House/Single Family"
"R2037210","Residential Detached","S","6627 205TH STREET","Willoughby Heights","2002","House/Single Family","14","Langley","Langley","6/30/2016","Brad Richert (Touchbase)","2","$3,808.90","3/9/2016","025-384-783",,,"3/15/2016","$725,000","$269.02","1.07","3","4","CD53","$675,000","6","2,695","$269.02","1.07","House/Single Family"
"R2042594","Residential Detached","S","21499 THORNTON AVENUE","West Central","1986","House/Single Family","30","Maple Ridge","Maple Ridge","7/30/2016","MONA","2","$4,127.37","3/7/2016","003-207-455",,,"3/15/2016","$726,000","$365.01","1.12","3","3","RS-1","$649,000","8","1,989","$365.01","1.12","House/Single Family"
"R2042782","Residential Detached","S","8644 TULSY CRESCENT","Queen Mary Park Surrey","1976","House/Single Family","40","Surrey","Surrey","7/30/2016","Malkiat Gill","2","$3,621.00","3/6/2016","005-481-465",,,"3/13/2016","$726,000","$325.27","1.05","3","6","LUC","$689,000","7","2,232","$325.27","1.05","House/Single Family"
"R2042699","Residential Attached","S","2607 939 HOMER STREET","Yaletown","1997","Apartment/Condo","19","Vancouver West","Vancouver","6/30/2016","BEN TEXT OR EMAIL","2","$2,001.00","3/7/2016","023-925-264",,"$411.81","3/14/2016","$727,000","$818.69","1.12","2","2","CD-1","$649,900","7","888","$818.69","1.12","Apartment/Condo"
"R2035839","Residential Detached","S","18337 55A AVENUE","Cloverdale BC","1986","House/Single Family","30","Cloverdale","Surrey","5/31/2016","Brian Johnson","2","$3,498.99","2/13/2016","001-254-774",,,"3/16/2016","$729,000","$384.70","1.00","3","3","RH-G","$729,000","32","1,895","$384.70","0.97","House/Single Family"
"R2044628","Residential Detached","S","3386 SLOCAN DRIVE","Abbotsford West","1989","House/Single Family","27","Abbotsford","Abbotsford","6/10/2016","James","3","$4,104.35","3/10/2016","012-890-120",,,"3/13/2016","$730,000","$226.99","1.17","3","5","RS3","$624,900","3","3,216","$226.99","1.17","House/Single Family"
"R2040661","Residential Detached","S","4627 198A STREET","Langley City","9999","House/Single Family","999","Langley","Langley","6/3/2016","Touchbase Only Please","2","$3,656.88","3/1/2016","005-202-621",,,"3/13/2016","$730,000","$317.67","0.97","2","3","RS1","$749,900","12","2,298","$317.67","0.97","House/Single Family"
"R2045009","Residential Detached","S","10336 127 STREET","Cedar Hills","1955","House/Single Family","61","North Surrey","Surrey","6/9/2016","Nicole","2","$2,485.05","3/9/2016","009-915-681",,,"3/16/2016","$730,500","$285.35","1.17","3","5","CD","$624,900","7","2,560","$285.35","1.17","House/Single Family"
"R2045129","Residential Detached","S","8290 122A STREET","Queen Mary Park Surrey","1986","House/Single Family","30","Surrey","Surrey","6/10/2016","Vipul","2","$2,940.78","3/10/2016","000-595-586",,,"3/14/2016","$735,000","$510.06","1.13","2","3","RF","$649,900","4","1,441","$510.06","1.13","House/Single Family"
"R2043680","Residential Detached","S","19529 115A AVENUE","South Meadows","1983","House/Single Family","33","Pitt Meadows","Pitt Meadows","6/9/2016","BJORN","2","$3,862.58","3/9/2016","002-808-838",,,"3/15/2016","$735,000","$326.67","1.23","2","4","RES","$599,800","6","2,250","$326.67","1.23","House/Single Family"
"R2044781","Residential Attached","S","71 9680 ALEXANDRA ROAD","West Cambie","2016","Townhouse","0","Richmond","Richmond","12/31/2016","JEANIE HO","2","$0.00","3/10/2016","800-103-321",,"$199.49","3/16/2016","$739,000","$564.12","1.00","3","3","ZT67","$739,000","6","1,310","$564.12","1.00","Townhouse"
"R2041728","Residential Attached","S","94 9680 ALEXANDRA ROAD","West Cambie","2016","Townhouse","0","Richmond","Richmond","12/31/2016","JEANIE HO","2","$0.00","3/2/2016","800-103-300",,"$199.49","3/14/2016","$739,000","$564.12","1.00","3","3","ZT67","$739,000","3","1,310","$564.12","1.00","Townhouse"
"R2045221","Residential Attached","S","88 9680 ALEXANDRA ROAD","West Cambie","2016","Townhouse","0","Richmond","Richmond","12/31/2016","Jatinder Sandhu","2","$0.00","3/12/2016","800-103-327",,"$199.49","3/13/2016","$739,000","$564.12","1.00","3","3","ZT67","$739,000","1","1,310","$564.12","1.00","Townhouse"
"R2045222","Residential Attached","S","89 9680 ALEXANDRA ROAD","West Cambie","2016","Townhouse","0","Richmond","Richmond","12/31/2016","Jatinder Sandhu","2","$0.00","3/12/2016","800-103-328",,"$199.49","3/13/2016","$739,000","$564.12","1.00","3","3","ZT67","$739,000","1","1,310","$564.12","1.00","Townhouse"
"R2042704","Residential Detached","S","2498 WHATCOM ROAD","Abbotsford East","2012","House/Single Family","4","Abbotsford","Abbotsford","9/1/2016","TOUCHBASE ONLY","3","$4,768.68","3/5/2016","027-576-647",,,"3/13/2016","$740,000","$180.58","1.02","4","5","RS2","$729,000","8","4,098","$180.58","1.02","House/Single Family"
"R2034747","Residential Attached","S","1169 VILLAGE GREEN WAY","Downtown SQ","2007","1/2 Duplex","9","Squamish","Squamish","8/8/2016","CANDICE DYER","2","$3,055.42","2/12/2016","027-163-181","3","$304.18","3/14/2016","$740,000","$461.35","0.99","3","3","RM1","$745,000","31","1,604","$461.35","0.99","1/2 Duplex"
"R2045202","Residential Detached","S","4297 208A STREET","Brookswood Langley","1971","House/Single Family","45","Langley","Langley","3/9/2017","Dan Jones","2","$4,064.00","3/9/2016","018-178-154",,,"3/16/2016","$742,000","$434.17","1.02","2","3","R-1D","$729,900","7","1,709","$434.17","1.02","House/Single Family"
"R2042315","Residential Detached","S","949 VILLAGE DRIVE","Bowen Island","2008","House/Single Family","8","Bowen Island","Bowen Island","7/31/2016","Tony","2","$3,016.62","3/6/2016","027-278-727",,,"3/14/2016","$745,000","$417.84","0.95","3","3","RES","$788,000","8","1,783","$417.84","0.95","House/Single Family"
"R2042402","Residential Detached","S","20238 49 AVENUE","Langley City","1978","House/Single Family","38","Langley","Langley","7/3/2016","Touchbase Please","2","$3,757.53","3/7/2016","002-062-747",,,"3/16/2016","$747,200","$265.62","1.00","3","5","RES","$749,900","9","2,813","$265.62","1.00","House/Single Family"
"R2043778","Residential Attached","S","33 19538 BISHOPS REACH","South Meadows","2009","Townhouse","7","Pitt Meadows","Pitt Meadows","9/30/2016","SARAH","3","$4,666.17","3/9/2016","028-046-030","3","$337.11","3/14/2016","$749,800","$433.16","1.00","3","3","STRATA","$749,800","5","1,731","$433.16","1.00","Townhouse"
"R2042540","Residential Detached","S","11223 242A STREET","Albion","2016","House/Single Family","0","Maple Ridge","Maple Ridge","2/28/2017","TERRENCE PASSLEY","2",,"3/2/2016","029-703-913",,,"3/13/2016","$749,800","$258.37","1.00","3","3","SFD","$749,800","11","2,902","$258.37","1.03","House/Single Family"
"R2044286","Residential Attached","S","1201 4360 BERESFORD STREET","Metrotown","2016","Apartment/Condo","0","Burnaby South","Burnaby","5/13/2016","Kathleen Liu","2","$0.00","3/10/2016","800-103-540","37","$362.35","3/14/2016","$749,900","$689.25","1.00","2","2","RM-5","$749,900","4","1,088","$689.25","1.00","Apartment/Condo"
"R2043480","Residential Attached","S","3 247 E 6TH STREET","Central Lonsdale","1995","Townhouse","21","North Vancouver","North Vancouver","6/7/2016","Mike Sawyer","1","$2,623.60","3/7/2016","019-113-820","2","$150.00","3/14/2016","$750,000","$667.26","1.01","2","2","CD-266","$739,000","7","1,124","$667.26","1.01","Townhouse"
"R2045376","Residential Attached","S","9 4375 NORTHLANDS BOULEVARD","Whistler Village","2003","Townhouse","13","Whistler","Whistler","7/10/2016","Alicia Moore","2","$3,482.00","3/14/2016","018-299-351",,"$255.00","3/14/2016","$750,000","$669.05","1.01","3","2","LNRTA1","$739,000","0","1,121","$669.05","1.01","Townhouse"
"R2043294","Residential Attached","S","9566 WILLOWLEAF PLACE","Forest Hills BN","1981","Townhouse","35","Burnaby North","Burnaby","6/30/2016","GEOFF JARMAN","1","$2,858.19","3/7/2016","001-920-065",,"$360.29","3/16/2016","$750,000","$311.59","1.00","2","3","STRATA","$750,000","9","2,407","$311.59","1.00","Townhouse"
"R2041566","Residential Detached","S","20782 50B AVENUE","Langley City","1988","House/Single Family","28","Langley","Langley","7/31/2016","Eugene Oh","3","$3,504.05","3/1/2016","009-727-442",,,"3/14/2016","$750,000","$331.86","1.04","3","4","SF","$718,000","13","2,260","$331.86","1.04","House/Single Family"
"R2044861","Residential Detached","S","35238 MARSHALL ROAD","Abbotsford East","1966","House/Single Family","50","Abbotsford","Abbotsford","3/1/2017","TOUCHBASE","2","$4,522.06","3/1/2016","001-487-531",,,"3/14/2016","$750,000",,"1.07","3","0","RS3","$699,900","13","0",,"1.07","House/Single Family"
"R2043569","Residential Attached","S","3505 688 ABBOTT STREET","Downtown VW","2007","Apartment/Condo","9","Vancouver West","Vancouver","7/1/2016","LESLEE COOPER","2","$2,446.47","3/8/2016","027-050-301","36","$451.81","3/15/2016","$750,000","$733.14","0.96","2","2","CD-1","$778,000","7","1,023","$733.14","0.96","Apartment/Condo"
"R2025293","Residential Attached","S","1101 2688 WEST MALL","University VW","2005","Apartment/Condo","11","Vancouver West","Vancouver","12/31/2016","Johnny Zhao, No touchbase","2","$1,972.09","1/7/2016","026-233-096",,"$385.08","3/15/2016","$750,000","$757.58","0.94","2","2","APT","$799,000","68","990","$757.58","0.94","Apartment/Condo"
"R2043652","Residential Attached","S","2901 928 HOMER STREET","Yaletown","2007","Apartment/Condo","9","Vancouver West","Vancouver","9/2/2016","PAUL","2","$1,859.60","3/9/2016","026-883-392","32","$301.58","3/14/2016","$750,000","$1,031.64","1.07","2","2","APT","$699,000","5","727","$1,031.64","1.07","Apartment/Condo"
"R2044192","Residential Detached","S","20367 42A AVENUE","Brookswood Langley","1973","House/Single Family","43","Langley","Langley","6/10/2016","Vince Pontaletta","2","$3,875.49","3/10/2016","005-358-299",,,"3/14/2016","$752,500","$346.30","1.08","2","4","RES","$699,900","4","2,173","$346.30","1.08","House/Single Family"
"R2045152","Residential Detached","S","8134 116A STREET","Scottsdale","1972","House/Single Family","44","N. Delta","Delta","12/31/2016","Yash -Please Text Message","2","$2,890.00","3/11/2016","008-600-082",,,"3/15/2016","$757,113","$408.81","1.10","2","4","RM1","$688,800","0","1,852","$408.81","1.10","House/Single Family"
"R2045154","Residential Detached","S","8144 116A STREET","Scottsdale","1973","House/Single Family","43","N. Delta","Delta","12/31/2016","Yash please text message","1","$2,752.27","3/11/2016","006-137-920",,,"3/15/2016","$757,113","$412.37","1.10","2","3","RM1","$688,800","4","1,836","$412.37","1.10","House/Single Family"
"R2044037","Residential Attached","S","106 2828 YEW STREET","Kitsilano","2005","Apartment/Condo","11","Vancouver West","Vancouver","7/8/2016","TEAM CHOWKAI","2","$2,036.37","3/8/2016","026-262-266",,"$334.83","3/15/2016","$758,000","$807.24","1.10","2","2","C-7","$688,000","7","939","$807.24","1.10","Apartment/Condo"
"R2043449","Residential Detached","S","19930 44B AVENUE","Brookswood Langley","1978","House/Single Family","38","Langley","Langley","5/31/2016","Joe","2","$4,109.48","3/9/2016","005-866-952",,,"3/14/2016","$760,000","$325.06","1.03","2","3","R-1E","$735,800","5","2,338","$325.06","1.03","House/Single Family"
"R2042942","Residential Detached","S","24180 101A AVENUE","Albion","2011","House/Single Family","5","Maple Ridge","Maple Ridge","6/6/2016","BARB","4","$4,763.09","3/4/2016","027-258-637",,,"3/14/2016","$760,000","$206.75","1.09","4","5","SFD","$699,900","10","3,676","$206.75","1.09","House/Single Family"
"R2043565","Residential Detached","S","11640 HARRIS ROAD","South Meadows","1999","House/Single Family","17","Pitt Meadows","Pitt Meadows","7/6/2016","JEANNIE OR KIMIKO","4","$4,967.84","3/6/2016","023-436-581",,,"3/14/2016","$760,000","$233.99","1.01","4","6","SINGLE","$749,900","8","3,248","$233.99","1.01","House/Single Family"
"R2042919","Residential Attached","S","29 9308 KEEFER AVENUE","McLennan North","2006","Townhouse","10","Richmond","Richmond","6/30/2016","KEN","2","$2,437.92","3/7/2016","026-583-992",,"$239.00","3/15/2016","$760,000","$472.64","1.09","3","3","RES","$699,000","8","1,608","$472.64","1.09","Townhouse"
"R2043617","Residential Attached","S","9 15255 36TH AVENUE","Morgan Creek","2004","Townhouse","12","South Surrey White Rock","Surrey","8/8/2016","TOUCHBASE (NO TEXT)","2","$3,065.66","3/8/2016","025-903-306",,"$357.00","3/14/2016","$761,000","$316.95","1.11","3","4","MF","$688,000","6","2,401","$316.95","1.11","Townhouse"
"R2047115","Residential Attached","S","5 15688 28 AVENUE","Grandview Surrey","2017","1/2 Duplex","0","South Surrey White Rock","Surrey","6/13/2016","Display Gallery","3","$0.00","3/15/2016","900-578-466",,"$207.08","3/15/2016","$763,800","$345.30","1.01","4","4","RM","$758,800","0","2,212","$345.30","1.01","1/2 Duplex"
"R2016006","Residential Detached","S","5498 DUNDEE STREET","Collingwood VE","2016","House/Single Family","0","Vancouver East","Vancouver","12/31/2016","JULIANA HO","2","$0.00","11/16/2015","800-100-710",,"$0.00","3/13/2016","$765,000","$666.96","0.97","3","3","RT11","$788,000","118","1,147","$666.96","1.02","House/Single Family"
