"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2047893","Residential Attached","S","14 7374 194A STREET","Clayton","2016","Townhouse","0","Cloverdale","Surrey","6/17/2016","Sales Centre","3","$0.00","3/19/2016","900-578-499",,"$198.85","3/19/2016","$558,095","$273.84","0.99","4","3","RM","$565,000","0","2,038","$273.84","0.99","Townhouse"
"R2043693","Residential Detached","S","3513 MERRITT STREET","Abbotsford West","1986","House/Single Family","30","Abbotsford","Abbotsford","8/31/2016","Please Touchbase","3","$3,999.53","3/7/2016","002-009-935",,,"3/16/2016","$560,000","$177.55","1.02","3","7","RS3","$549,000","9","3,154","$177.55","1.02","House/Single Family"
"R2035460","Residential Detached","S","6176 MORGAN DRIVE","Cloverdale BC","1972","House/Single Family","44","Cloverdale","Surrey","5/10/2016","TOUCHBASE","1","$2,349.00","2/8/2016","000-700-304",,,"3/18/2016","$560,000","$538.46","0.97","1","3","RES","$579,500","39","1,040","$538.46","0.97","House/Single Family"
"R2043076","Residential Attached","S","223 4280 MONCTON STREET","Steveston South","2005","Apartment/Condo","11","Richmond","Richmond","5/8/2016","TEXT OR TOUCHBASE: FRANK","2","$1,713.20","3/8/2016","026-192-128","4","$253.48","3/17/2016","$560,000","$650.41","1.08","2","2","ZLR12","$518,000","9","861","$650.41","1.08","Apartment/Condo"
"R2043163","Residential Attached","S","2001 610 GRANVILLE STREET","Downtown VW","2006","Apartment/Condo","10","Vancouver West","Vancouver","3/7/2017","Natalie or Jola","1","$1,590.91","3/7/2016","026-829-011",,"$262.17","3/20/2016","$560,000","$854.96","0.98","1","1","CD-1","$569,000","13","655","$854.96","0.98","Apartment/Condo"
"R2046794","Residential Detached","S","34195 GEORGE FERGUSON WAY","Central Abbotsford","1974","House/Single Family","42","Abbotsford","Abbotsford","7/14/2016","Kathleen Christensen","3","$3,197.64","3/14/2016","005-378-486",,,"3/20/2016","$560,000","$185.06","1.06","4","5","ABBS","$529,900","6","3,026","$185.06","1.17","House/Single Family"
"R2045459","Residential Detached","S","3874 HARWOOD CRESCENT","Central Abbotsford","1981","House/Single Family","35","Abbotsford","Abbotsford","6/12/2016","Touchbase","2","$3,254.83","3/14/2016","005-616-522",,,"3/18/2016","$560,000","$248.89","1.12","3","3","SFD","$499,800","4","2,250","$248.89","1.12","House/Single Family"
"R2046429","Residential Detached","S","3370 SHUSWAP TERRACE","Abbotsford West","1984","House/Single Family","32","Abbotsford","Abbotsford","8/30/2016","Hank","3","$3,137.91","3/16/2016","000-740-519",,,"3/20/2016","$561,000","$262.89","1.12","3","4","RES","$499,900","4","2,134","$262.89","1.12","House/Single Family"
"R2045762","Residential Attached","S","2305 660 NOOTKA WAY","Port Moody Centre","2009","Apartment/Condo","7","Port Moody","Port Moody","6/30/2016","TOUCHBASE","2","$2,519.33","3/7/2016","027-917-576","30","$252.72","3/17/2016","$561,000","$619.21","1.04","2","2","MF","$539,800","10","906","$619.21","1.04","Apartment/Condo"
"R2047144","Residential Detached","S","32429 PEARDONVILLE ROAD","Abbotsford West","1976","House/Single Family","40","Abbotsford","Abbotsford","9/15/2016","Varinder Verma","2","$3,263.65","3/15/2016","010-523-952",,,"3/20/2016","$561,100","$262.20","1.17","3","5","RS3","$479,000","5","2,140","$262.20","1.17","House/Single Family"
"R2046462","Residential Detached","S","35318 CORBETT PLACE","Abbotsford East","1993","House/Single Family","23","Abbotsford","Abbotsford","6/14/2016","Touchbase","3","$3,925.10","3/15/2016","017-622-409",,,"3/19/2016","$565,100","$240.47","1.09","3","5","RS3","$519,800","4","2,350","$240.47","1.09","House/Single Family"
"R2046426","Residential Detached","S","3653 BURNSIDE DRIVE","Abbotsford East","1980","House/Single Family","36","Abbotsford","Abbotsford","9/15/2016","touchbase","3","$3,189.61","3/15/2016","005-455-057",,,"3/20/2016","$566,000","$225.14","1.07","3","5","RS3","$529,900","5","2,514","$225.14","1.07","House/Single Family"
"R2048087","Residential Attached","S","313 7777 ROYAL OAK AVENUE","South Slope","2012","Apartment/Condo","4","Burnaby South","Burnaby","12/30/2016","KIT","2","$2,740.35","3/18/2016","028-776-411",,"$316.00","3/19/2016","$568,000","$544.06","1.00","3","2","C9","$569,000","1","1,044","$544.06","1.00","Apartment/Condo"
"R2035226","Residential Attached","S","7 1233 MAIN STREET","Downtown SQ","2007","Townhouse","9","Squamish","Squamish","7/31/2016","CANDICE DYER","2","$2,484.63","2/15/2016","027-127-516","3","$240.00","3/18/2016","$569,900","$298.06","1.00","3","3","RM1","$569,900","32","1,912","$298.06","1.00","Townhouse"
"R2045091","Residential Detached","S","7540 SIMON STREET","Mission BC","1972","House/Single Family","44","Mission","Mission","9/30/2016","Laura","2","$3,449.72","3/10/2016","000-921-122",,,"3/16/2016","$570,000","$281.48","1.09","2","5","RS-1","$525,000","6","2,025","$281.48","1.09","House/Single Family"
"R2018512","Residential Attached","S","1513 7788 ACKROYD ROAD","Brighouse","2015","Apartment/Condo","1","Richmond","Richmond","5/30/2016","matthew karmal","2","$0.00","11/30/2015","029-682-592",,"$330.67","3/16/2016","$570,000","$641.17","0.99","2","2","APT","$578,000","107","889","$641.17","0.95","Apartment/Condo"
"R2049900","Residential Detached","S","8622 TUPPER BOULEVARD","Mission BC","2007","House/Single Family","9","Mission","Mission","3/31/2017","Touchbase","4","$4,135.10","3/19/2016","026-863-570",,,"3/19/2016","$570,200","$195.54","1.00","4","1","RES","$569,000","0","2,916","$195.54","1.00","House/Single Family"
"R2045511","Multifamily","S","7062-7064 134 STREET","West Newton","1958","Duplex","58","Surrey","Surrey","12/31/2016","Harinder","2","$3,226.09","3/11/2016","010-337-776",,,"3/19/2016","$572,000","$433.33","1.00","2","4","RM-D","$569,900","8","1,320","$433.33","1.00","Duplex"
"R2046621","Residential Detached","S","30830 CARDINAL AVENUE","Abbotsford West","1988","House/Single Family","28","Abbotsford","Abbotsford","9/14/2016","touchbase","2","$3,538.82","3/16/2016","010-069-461",,,"3/19/2016","$575,000","$253.42","1.09","3","3","SF","$529,800","3","2,269","$253.42","1.09","House/Single Family"
"R2046726","Residential Detached","S","12048 MCINTYRE COURT","West Central","1980","House/Single Family","36","Maple Ridge","Maple Ridge","8/24/2016","Nicole Hunt","2","$3,215.25","3/16/2016","001-684-515",,,"3/20/2016","$577,000","$345.51","1.10","3","4","RES","$524,900","4","1,670","$345.51","1.10","House/Single Family"
"R2044772","Residential Detached","S","24825 119 AVENUE","Websters Corners","1987","House/Single Family","29","Maple Ridge","Maple Ridge","9/30/2016","CASS OR JEFF","1","$3,678.20","3/11/2016","003-699-510",,,"3/17/2016","$580,000","$269.02","1.08","2","4","RS1B","$539,000","6","2,156","$269.02","1.08","House/Single Family"
"R2045984","Residential Attached","S","202 7671 ABERCROMBIE DRIVE","Brighouse South","1986","Apartment/Condo","30","Richmond","Richmond","8/1/2016","DEBORAH","2","$1,683.36","3/15/2016","005-610-541","3","$409.19","3/20/2016","$580,000","$376.87","0.97","2","2","RAM1","$598,000","5","1,539","$376.87","0.97","Apartment/Condo"
"R2045336","Residential Attached","S","181 1140 CASTLE CRESCENT","Citadel PQ","1988","Townhouse","28","Port Coquitlam","Port Coquitlam","8/31/2016","ESTHER","2","$2,575.37","3/14/2016","008-263-370",,"$328.62","3/20/2016","$580,000","$259.97","1.02","4","4","RTH2","$569,000","6","2,231","$259.97","1.02","Townhouse"
"R2033263","Residential Attached","S","103 2950 PANORAMA DRIVE","Westwood Plateau","2012","Apartment/Condo","4","Coquitlam","Coquitlam","5/31/2016","STELLA ZHANG","2","$2,875.00","2/8/2016","028-784-316",,"$273.04","3/20/2016","$580,000","$467.74","0.98","2","2","RM-4","$589,000","36","1,240","$467.74","0.98","Apartment/Condo"
"R2044239","Residential Attached","S","700 4830 BENNETT STREET","Metrotown","1992","Apartment/Condo","24","Burnaby South","Burnaby","7/10/2016","CATHY CHIN/BARRY PLAYER","2","$2,669.11","3/10/2016","017-840-635","16","$388.23","3/18/2016","$580,000","$542.06","1.12","2","2","CD","$519,900","8","1,070","$542.06","1.12","Apartment/Condo"
"R2045577","Residential Attached","S","209 777 W 7TH AVENUE","Fairview VW","1985","Apartment/Condo","31","Vancouver West","Vancouver","6/13/2016","RYAN DIEHL","1","$1,470.69","3/13/2016","006-544-118","4","$365.97","3/18/2016","$580,000","$660.59","1.05","1","2","RM-1","$550,000","5","878","$660.59","1.05","Apartment/Condo"
"R2056969","Residential Detached","S","1491 HIGHLANDS BOULEVARD","Mt Woodside","2016","House/Single Family","0","Harrison Mills / Mt Woodside","Agassiz","7/18/2016","TOUCHBASE","2","$0.00","3/18/2016","028-061-292",,,"3/18/2016","$581,975","$140.03","1.00","2","2","RS-1","$581,975","0","4,156","$140.03","1.00","House/Single Family"
"R2039875","Residential Attached","S","301 5388 GRIMMER STREET","Metrotown","2011","Apartment/Condo","5","Burnaby South","Burnaby","8/31/2016","TOUCHBASE/TEXT/MIKE","2","$2,451.00","2/29/2016","028-722-213",,"$350.78","3/17/2016","$585,000","$519.54","0.99","2","3","STRATA","$588,900","17","1,126","$519.54","0.99","Apartment/Condo"
"R2045170","Residential Detached","S","32086 ASHCROFT DRIVE","Abbotsford West","1984","House/Single Family","32","Abbotsford","Abbotsford","9/11/2016","Sunny Ahuja","2","$3,796.85","3/11/2016","001-338-013",,,"3/17/2016","$585,000","$279.37","1.03","3","4","RS3","$569,999","6","2,094","$279.37","1.03","House/Single Family"
"R2018503","Residential Detached","S","3874 BARNES DRIVE","Charella/Starlane","2015","House/Single Family","1","PG City South (Zone 74)","Prince George","8/31/2016","HARRY JOHAL","2","$0.00","11/27/2015","029-458-722",,,"3/20/2016","$585,000","$180.56","1.01","3","4","RS2","$579,900","114","3,240","$180.56","1.01","House/Single Family"
"R2039620","Residential Attached","S","7001 180 STREET","Cloverdale BC","2006","Row House (Non-Strata)","10","Cloverdale","Surrey","5/26/2016","Melissa Carr","3","$2,846.66","2/26/2016","026-160-358",,,"3/19/2016","$585,000","$240.44","0.98","4","4","RM-23","$599,900","22","2,433","$240.44","0.98","Row House (Non-Strata)"
"R2037555","Residential Attached","S","2502 488 SW MARINE DRIVE","Marpole","2015","Apartment/Condo","1","Vancouver West","Vancouver","12/19/2016","CISSY HUANG","1","$0.00","2/19/2016","029-650-836",,"$358.28","3/18/2016","$588,000","$830.51","0.93","1","2","CD-1","$631,000","28","708","$830.51","0.93","Apartment/Condo"
"R2043598","Residential Attached","S","22 8700 BENNETT ROAD","Brighouse South","1990","Townhouse","26","Richmond","Richmond","12/6/2016","JASON GU","3","$1,872.47","3/8/2016","013-660-764",,"$193.00","3/20/2016","$588,000","$407.77","0.98","3","3","R3","$599,000","12","1,442","$407.77","0.98","Townhouse"
"R2025803","Residential Attached","S","6 7711 MINORU BOULEVARD","Brighouse South","1987","Townhouse","29","Richmond","Richmond","8/15/2016","Raymond Lu","1","$1,818.03","1/18/2016","007-966-598",,"$346.21","3/18/2016","$588,000","$405.24","1.00","2","3","RAM1","$588,000","60","1,451","$405.24","1.00","Townhouse"
"R2046106","Residential Attached","S","802 158 W 13TH STREET","Central Lonsdale","2009","Apartment/Condo","7","North Vancouver","North Vancouver","7/31/2016","Scott Warner","2","$2,088.84","3/14/2016","028-066-162","19","$350.03","3/20/2016","$590,000","$696.58","1.02","2","2","APT","$579,000","6","847","$696.58","1.02","Apartment/Condo"
"R2036897","Residential Attached","S","6 7911 PEARSON WAY","Brighouse","2017","Townhouse","0","Richmond","Richmond","5/17/2016","TEXT OR TOUCHBASE RAYMOND","2","$0.00","2/17/2016","800-101-794",,"$329.22","3/16/2016","$590,000","$555.56","0.99","2","2","TWNHS","$598,000","28","1,062","$555.56","0.99","Townhouse"
"R2046761","Residential Attached","S","30 1355 CITADEL DRIVE","Citadel PQ","1989","Townhouse","27","Port Coquitlam","Port Coquitlam","5/31/2016","Hiroshi Kubota","2","$2,233.92","3/16/2016","014-055-007",,"$241.93","3/17/2016","$591,000","$315.54","1.03","3","3","RTH3","$575,000","1","1,873","$315.54","1.03","Townhouse"
"R2046339","Residential Attached","S","1104 BENNET DRIVE","Citadel PQ","1995","Townhouse","21","Port Coquitlam","Port Coquitlam","5/14/2016","TB or TEXT ONLY","2","$2,587.25","3/14/2016","019-101-805","3","$391.00","3/19/2016","$595,000","$296.61","1.01","3","3","RH","$589,900","5","2,006","$296.61","1.01","Townhouse"
"R2035481","Residential Detached","S","46637 SYLVAN DRIVE","Promontory","2006","House/Single Family","10","Sardis","Sardis","6/11/2016","RUSS/GERT","3","$3,481.47","2/11/2016","018-411-860",,,"3/18/2016","$595,000","$182.96","0.99","4","6","SR","$599,000","36","3,252","$182.96","0.97","House/Single Family"
"R2046799","Residential Attached","S","79 1055 RIVERWOOD GATE","Riverwood","2003","Townhouse","13","Port Coquitlam","Port Coquitlam","6/15/2016","ANH NGUYEN","2","$2,486.12","3/15/2016","025-786-504","3","$231.51","3/18/2016","$595,000","$333.15","1.13","3","3","STRATA","$525,000","3","1,786","$333.15","1.13","Townhouse"
"R2040787","Residential Attached","S","12548 188 STREET","Central Meadows","1999","1/2 Duplex","17","Pitt Meadows","Pitt Meadows","7/1/2016","PLS NO TXT. TB ONLY","2","$3,466.49","3/1/2016","024-561-568",,,"3/20/2016","$597,000","$308.85","1.19","3","4","RD-2","$499,900","19","1,933","$308.85","1.19","1/2 Duplex"
"R2047656","Residential Attached","S","12 2151 BANBURY ROAD","Deep Cove","1980","Townhouse","36","North Vancouver","North Vancouver","5/31/2016","Michele DeFehr","1","$2,030.69","3/16/2016","002-781-492",,"$441.73","3/16/2016","$598,000","$489.36","1.00","2","2","MF","$598,000","0","1,222","$489.36","1.00","Townhouse"
"R2044809","Residential Attached","S","20861 71B AVENUE","Willoughby Heights","2010","Row House (Non-Strata)","6","Langley","Langley","5/6/2016","Jim Rhoda","3","$3,666.23","3/6/2016","028-011-856",,,"3/20/2016","$598,000","$282.21","1.00","4","4","R-CL","$599,900","14","2,119","$282.21","1.00","Row House (Non-Strata)"
"V1129837","Residential Detached","S","23 258 LOWER GANGES ROAD","Salt Spring Island","1993","Townhouse","23","Islands-Van. & Gulf","No City Value","4/30/2016","LI READ","3","$3,840.00","6/15/2015","017-951-984",,"$480.00","3/20/2016","$600,000","$272.73","0.94","4","3","R-MF","$639,000","279","2,200","$272.73","0.94","Townhouse"
"R2043787","Residential Attached","S","317 5800 ANDREWS ROAD","Steveston South","1997","Apartment/Condo","19","Richmond","Richmond","8/30/2016","JESS BAXTER","2","$1,972.72","3/9/2016","023-743-271","4","$492.98","3/16/2016","$600,000","$431.03","1.04","2","2","ZLR7","$578,800","7","1,392","$431.03","1.04","Apartment/Condo"
"R2043945","Residential Attached","S","31 688 EDGAR AVENUE","Coquitlam West","2008","Townhouse","8","Coquitlam","Coquitlam","6/9/2016","EMMIE TONG","2","$2,567.78","3/9/2016","027-553-566","3","$161.74","3/16/2016","$601,000","$517.21","1.09","2","2","STRATA","$550,000","7","1,162","$517.21","1.09","Townhouse"
"R2042432","Residential Attached","S","12647 93 AVENUE","Queen Mary Park Surrey","1982","1/2 Duplex","34","Surrey","Surrey","8/31/2016","Rachhpal S. Lalri","2","$2,424.01","3/3/2016","002-132-532",,,"3/16/2016","$601,000","$292.32","1.04","3","5","RF","$578,888","13","2,056","$292.32","1.04","1/2 Duplex"
"R2042310","Residential Attached","S","60 21138 88TH AVENUE","Walnut Grove","1991","Townhouse","25","Langley","Langley","9/7/2016","Touchbase","0","$2,869.19","3/7/2016","017-454-671",,"$361.00","3/20/2016","$602,500","$389.97","1.23","0","3","MULTI","$488,000","13","1,545","$389.97","1.23","Townhouse"
"R2044609","Residential Attached","S","302 3161 W 4TH AVENUE","Kitsilano","2000","Apartment/Condo","16","Vancouver West","Vancouver","9/30/2016","TEXT TEDDY","2","$1,633.33","3/9/2016","024-643-823",,"$404.03","3/16/2016","$605,000","$742.33","1.05","2","2","RM-4","$575,000","7","815","$742.33","1.05","Apartment/Condo"
"R2042149","Residential Attached","S","622 5311 CEDARBRIDGE WAY","Brighouse","2016","Apartment/Condo","0","Richmond","Richmond","3/1/2017","RIVA SALES TEAM","2","$0.00","3/1/2016","029-160-073","6","$386.79","3/17/2016","$608,900","$566.42","0.98","2","2","RAH2","$618,900","16","1,075","$566.42","0.98","Apartment/Condo"
"R2046918","Residential Attached","S","197 2501 161A STREET","Grandview Surrey","2011","Townhouse","5","South Surrey White Rock","Surrey","12/31/2016","Text/touchbase","2","$2,851.31","3/15/2016","028-665-627",,"$301.75","3/19/2016","$610,000","$368.14","1.12","3","3","RM30","$544,444","4","1,657","$368.14","1.12","Townhouse"
"R2042961","Residential Detached","S","2016 LANGAN AVENUE","Mary Hill","1986","House/Single Family","30","Port Coquitlam","Port Coquitlam","6/12/2016","FH TEAM","2","$2,797.98","3/4/2016","012-491-381",,,"3/16/2016","$616,800","$317.61","1.00","2","2","RS1","$618,800","12","1,942","$317.61","1.00","House/Single Family"
"R2035970","Residential Attached","S","501 4171 CAMBIE STREET","South Cambie","2018","Apartment/Condo","0","Vancouver West","Vancouver","9/30/2016","Henry","1","$0.00","2/16/2016","029-585-996","6","$302.70","3/19/2016","$616,900","$858.00","1.00","1","1","RES","$616,900","32","719","$858.00","1.00","Apartment/Condo"
"R2048935","Residential Attached","S","CH9 13040 NO 2 ROAD","Steveston South","2017","Townhouse","0","Richmond","Richmond","4/29/2017","STEVESTON REAL ESTATE","2","$0.00","3/19/2016","800-103-662","4","$305.24","3/19/2016","$618,800","$492.68","1.00","3","2","ZMU24","$618,800","0","1,256","$492.68","1.00","Townhouse"
"R2045880","Residential Detached","S","3282 271B STREET","Aldergrove Langley","1989","House/Single Family","27","Langley","Langley","6/30/2016","TOUCHBASE","3","$3,409.00","3/15/2016","014-781-379",,,"3/17/2016","$620,000","$305.42","1.09","3","5","R-1A","$569,880","2","2,030","$305.42","1.09","House/Single Family"
"R2029481","Residential Detached","S","12467 76TH AVENUE","West Newton","1980","House/Single Family","36","Surrey","Surrey","3/31/2016","Goldy Kang","2","$3,076.59","1/28/2016","005-481-937",,,"3/18/2016","$620,000","$364.28","1.01","3","5","RES SF","$615,000","50","1,702","$364.28","0.99","House/Single Family"
