"ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Total Baths","Zoning","List Price","Lot Sz (Acres)","Region","# of Kitchens","1-Bedrm Units","2-Bedrm Units","3-Bedrm Units","Adjustment Date","Age","Agent Hit Count","Appointment Phone Number","Approx.Yr of Renos/Addns","Bach./Studio Units","Back On Market Date","Bds In Bsmt","Bds Not In Bsmt","Bldg Permit Approved?","Building Plans","Buyer","ByLaw Infractions?","City","Class","Collapse Date","Confirm Sold Date","Days On MLS","Depth","Development Permit?","Expiry Date","Fireplaces","Floor Area -Grand Total","Floor Area Fin - Basement","Foundation","Gross Taxes","How Sold","Income As At Date","Income Per Annum","Include in DDF (Y/N)","Info Package Available?","Jurisdiction","Land Lease Expiry Year","Last Trans Date","Less Oper. Expenses","List Date","Municipality","Natural Gas","Net Oper. Income","No. Floor Levels","Other Units","Parking Places - Total","Potential for Rezoning?","Prev Price","Previous Exp Date","Prop in Lnd Reserve?(ALR)","Province","Public Remarks","Realtor Remarks","Sale/Rent","Sanitary Sewer","SP/OLP Ratio","Status Change Date","Storeys in Building","Stories in Building","Storm Sewer","Strata Maint Fee","Title to Land","Tot Units in Strata Plan","Unit Entitlement","Units in Development","Water Supply","Worldproperties.com"
"R2278184","Residential Detached","T","6856 128 STREET","West Newton","71","6","2009","6,129.00","House/Single Family","Surrey","026-654-393","V3W 4C9","54.00",,,,,,,"6","RF","$1,249,000","0.14","Fraser Valley","2",,,,,"9",,"604-649-2100",,,,"0","6",,,,,"Surrey","Residential Detached",,,,,,"8/17/2018","1","3,933","0","Concrete Perimeter","$4,188.38",,,,"Yes",,,,"8/17/2018",,"6/7/2018",,,,"2",,"4",,"$0","12/30/2018",,"BC","Beautiful 2 lvl custom built basement entry house in the heart of West Newton. Offers six bdrms plus den and six bathrooms. Separate entry one bdrm suite for mtge helper. Spacious floor plan. Second floor has open library/study room, 5 bdrms & 3 full bathrms. Private fenced yard lots of parking in the back. Close to shopping, transit, rec centre, and both levels of school. Must see.","All measurements approx. buyer to verify. Easement exits in the back. Property contains accommodation which is not authorized.","For Sale",,,"8/17/2018",,,,,"Freehold NonStrata",,,,,
"R2278205","Residential Detached","C","7876 169A STREET","Fleetwood Tynehead","65","5","2015","4,087.00","House/Single Family","Surrey","028-168-275","V4N 6L4","60.00",,,,,,,"4","RES","$1,249,000","0.09","Fraser Valley","2",,,,,"3",,"778-893-3551",,,,"0","5",,,,,"Surrey","Residential Detached",,,,,,"12/10/2018","1","3,420","1,106","Concrete Perimeter","$4,046.26",,,,"Yes",,,,"8/15/2018",,"6/11/2018",,,,"3",,"4",,"$1,268,000",,,"BC","Beautiful executive home built by award winning (FOXRIDGE). Just 3  years young, located in the heart of Fleetwood this modern home has everything you want and more. Main floor features high end engineered hardwood flooring throughout, high ceilings and a great open floor plan concept prefect for entertaining. Chef's kitchen includes a gas range, stainless steel appliances, quark counter tops and plenty of storage. Upstairs features 3 spacious bedrooms plus a bonus rec room, great for any growing family. Basement features a 2 bedroom, one bathroom suite with private entrance. Backyard is perfect for any family featuring a fully fenced yard and a covered awning, great for bbq's all year round. This home is absolutely outstanding.","Measurements are approximate. Buyer to verify if deemed important. Easy to show. The house contains accommodation that is not authorised. showings are only by appointment on Saturdays between 4:00 pm and 7:00 pm.","For Sale",,,"8/15/2018",,,,,"Freehold NonStrata",,,,,
"R2274042","Residential Detached","T","11728 85A AVENUE","Annieville","77","5","2018","3,791.00","House/Single Family","N. Delta","029-710-049","V4C 2V6","37.10",,,,,,,"5","RS7","$1,249,800","0.09","Fraser Valley","2",,,,,"0",,"778-323-2024",,,,"1","4",,,,,"Delta","Residential Detached",,,,"102",,"8/15/2018","2","3,074","771","Concrete Perimeter","$2,424.75",,,,"Yes",,"CORPORATION OF DELTA",,"8/15/2018",,"5/30/2018","Delta",,,"3",,"4",,"$0","12/30/2018",,"BC","Beautiful living in this gorgeous brand new home! Boasting 3074 SF (inc. garage). 5 beds & 5 baths this home has everything your family needs. AC, open concept living, family room, gourmet inspired kitchen with custom cabinets, stunning light fixtures and quartz countertops- cooking in this dream kitchen is a pleasure! Above you will find 4 bedrooms with 3 baths, master bedroom with large walk-in closet and spa-inspired ensuite. Finished basement with a legal 1 bedroom suite plus media room for owner's use & enjoyment. South exposed backyard ideal for playing and enjoying sunny summer days while hosting a garden party! Very close to both schools, rec centre and shopping. Next door 11732 85A also for sale. Inside pics of 11732 85A Ave.","MOTIVATED SELLER. Please use touchbase for info & showings. All measurements/details are approximate and buyer should verify. TEAM DISCLOSURE attached in Documents, please send with offer. Property contains a 1 bedroom legal suite. Inside pics of 11732 85A Ave.","For Sale",,,"8/15/2018",,,,,"Freehold NonStrata",,,,,
"R2274087","Residential Detached","T","11732 85A AVENUE","Annieville","77","5","2018","3,780.00","House/Single Family","N. Delta","029-710-057","V4C 2V6","37.10",,,,,,,"5","RS7","$1,249,800","0.09","Fraser Valley","2",,,,,"0",,"778-323-2024",,,,"1","4",,,,,"Delta","Residential Detached",,,,"102",,"8/15/2018","2","3,074","771","Concrete Perimeter","$2,434.84",,,,"Yes",,"CORPORATION OF DELTA",,"8/15/2018",,"5/30/2018","Delta",,,"3",,"4",,"$0","12/30/2018",,"BC","Beautiful living in this gorgeous brand new home in Annieville! Boasting 3074 SF (inc. garage), 5 bedrooms and 5 baths this home has everything your family needs. Main floor offers open concept living, family room, gourmet inspired kitchen with custom cabinets, lovely backsplash and granite countertops- cooking in this dream kitchen is a pleasure! Above 4 beds + 3 baths, master bedroom with large walk-in closet & spa-inspired ensuite. Finished basement contains a legal 1 bedroom suite plus media room for owner's use & enjoyment. Fully air-conditioned home. South exposed backyard ideal for playing and enjoying sunny summer days while hosting a garden party! Close to both schools, rec centre and shopping. Next door 11728 85A also for sale.","MOTIVATED SELLER. Please use touchbase for info and showings. All measurements/details are approximate and buyer should verify. TEAM DISCLOSURE attached in Documents, send with offer. Property contains 1 bedroom legal suite. Next door 11728 85A also for sale.","For Sale",,,"8/15/2018",,,,,"Freehold NonStrata",,,,,
"R2263886","Residential Detached","T","6111 164A STREET","Cloverdale BC","99","7","2004","6,093.00","House/Single Family","Cloverdale","025-693-042","V3S 0Y6","60.00",,,,,,,"4","SFD","$1,250,000","0.14","Fraser Valley","1",,,,,"14",,"604-533-3491",,,,"3","4",,,,,"Surrey","Residential Detached",,,,,,"8/14/2018","2","3,963","1,477","Concrete Perimeter","$4,032.45",,,,"Yes",,"CITY OF SURREY",,"8/14/2018",,"5/7/2018","Surrey",,,"3",,"8",,"$0","11/7/2018",,"BC","Corner lot in popular West Cloverdale! Spacious 2 storey w/finished basement offering 3,963 sq ft, 4 big bedrooms up, and 3 bedrooms in basement w/separate entrance and possibilities for unauth. suite. Great room style kitchen/eating area/family room and separate dining/living room & big den/office on main. Fully finished basement with media/rec room, 3 bedrooms and full bath. Fully fenced backyard with large patio and peek-a-boo views of the north shore mountains. AWESOME location only a short walk to AJ McLellan Elementary and close to parks, transit, shopping and easy hwy access. Don't miss this one!","All measurements approximate & to be verified by Buyer if important.   Team Disclosure must accompany offer.","For Sale",,,"8/14/2018",,,,,"Freehold NonStrata",,,,,
"R2266184","Residential Detached","S","4095 TYSON PLACE","Quilchena RI","104","7","1976","6,555.00","House/Single Family","Richmond","004-865-952","V7C 4T5","20.14",,,"$1,250,000","0.96","$410.37","8/13/2018","4","ZS24","$1,298,000","0.15","Greater Vancouver","3",,,,"9/19/2018","42",,"604-671-1293",,,,"0","7",,,".",,"Richmond","Residential Detached",,"8/13/2018","97","116.9",,"12/31/2018","0","3,046","0","Concrete Perimeter","$3,236.57","NOT USED",,,"Yes",,,,"8/15/2018",,"5/1/2018",,,,"2",,,,"$1,388,000",,,"BC","Opportunity knocks! Freehold Zero Lot Line Non-Strata Semi-Attached but not a Duplex. Rarely available huge 6,555 sf lot in very desirable & quiet Quilchena area, centrally located, close to all amenities, golf course. Great investment holding property potential upside, huge backyard with shed & permitted workshop. Excellent revenue income with two updates ready to move in 2 bdrm suites with separate entrance & keep the third 3 bdrm suite for your family. Please don’t walk on property w/o consent. Property is being sold on “AS IS, WHERE IS” basis, no warranty shall apply whether expressed or implied. LUC terminated on 11/25/2016 as per TS, all info & meas are approx. must be verified by Buyer if deemed important. Open House 08/11 & 08/12 2-4 pm","Freehold Zero Lot Line Non-Strata Semi-Attached but not a Duplex. LUC terminated on 11/25/2016 please check with City of Richmond with own due diligence. Sold ‘AS IS WHERE IS’.","For Sale",,"0.90","8/15/2018",,,,,"Freehold NonStrata",,,,,
"R2270126","Residential Attached","X","7707 16TH AVENUE","East Burnaby","93","5","1995","4,050.00","1/2 Duplex","Burnaby East","023-160-896","V3N 1P8","60.00",,,,,,,"3","R5","$1,259,000","0.09","Greater Vancouver","2",,,,,"23",,"778-389-7661",,,,"0","5",,,,,"Burnaby","Residential Attached",,,,"135",,"8/18/2018","1","2,127","0","Concrete Perimeter","$3,593.16",,,,"Yes",,,,"8/19/2018",,"5/18/2018",,,,"2",,"2",,"$0",,,"BC","CENTRAL LOCATION! Great for Family or Investment 1/2DUPLEX in Burnaby East; 3Beds and a legal suit with 2 beds at separate entrance downstairs for a MORTGAGE HELPER with $1,500/month. Large living / dining rooms, and patio off the kitchen with eating area. A private fenced backyard;1 covered single garage, and lots of free parking on street. Close to any type of schools,shopping and rec centers, Metrotown, bus and easy access to major roads. Viewing by the appointments. Contact LA.","Viewing by the appointment. All measurements are approximate, seller or seller's agent is verify if it is deemed.Open House Sat.&Sun. From 2-4PM June 23-24.","For Sale",,,"8/19/2018",,,,,"Freehold NonStrata",,,,,
"R2295062","Residential Detached","S","7376 201 STREET","Willoughby Heights","1","5","2005","4,967.00","House/Single Family","Langley","026-095-432","V2Y 3G6","45.00",,,"$1,265,000","0.98","$352.07","8/11/2018","4","R-CL","$1,289,000","0.11","Fraser Valley","1",,,,"10/11/2018","13",,"000-000-0000",,,,"1","4",,,"CHIANG",,"Langley","Residential Detached",,"8/11/2018","1","IRREG",,"3/4/2019","1","3,593","1,249","Concrete Perimeter","$5,220.20","NOT USED",,,"Yes",,"TOWNSHIP OF LANGLEY",,"8/16/2018",,"8/10/2018","Langley",,,"3",,"4",,"$0",,,"BC","WOW! This one is a 10! 3 level, 5 bed home with fully finished basement boasting tons of updates. Welcome home to Jericho Ridge, where you will find one of the largest lots in the neighbourhood. Den on the main floor and a large, completely updated kitchen with open dining/family room with stunning custom feature wall. All bathrooms have been updated in the home; hypo-allergenic carpet and underlay; fresh paint; wired for surround sound; heat pump & a/c; updated laundry room with sink and 1 year washer/dryer; tons of storage; pantry plus extra pantry cupboard, moldings...the list goes on and on! Downstairs features a rec room and this home would be very easy to suite - with separate entrance and laid out to easily accommodate 1 bed suite.","SOLD  **Note the commission!  TOUCHBASE ONLY PLEASE! Measures to be updated after professionally measured. Unauthorized suite was decommissioned with permit. Easy to put a legal suite in.","For Sale",,"0.98","8/16/2018",,,,,"Freehold NonStrata",,,,,
"R2283046","Residential Attached","C","8523 HUDSON STREET","Marpole","57","3","1995","0.00","1/2 Duplex","Vancouver West","023-223-472","V6P 4M3",,,,,,,,"3","RT-2","$1,268,000","0.00","Greater Vancouver","1",,,,,"23",,"778-885-9880",,,,"0","3",,,,,"Vancouver","Residential Attached",,,,,,"6/20/2019","1","1,196","0","Concrete Perimeter","$3,821.00",,,,"Yes",,,,"8/17/2018",,"6/21/2018",,,,"1",,"1",,"$0",,,"BC","Welcome home to your duplex in the heart of Marpole. This front unit duplex offers high ceilings, hardwood flooring & crown moulding in the living & dining room. Stay warm with the gas fireplace in the living room & the double glazed windows throughout. 3 bedrooms, 2.5 bathrooms total (powder room on the main floor) with a good sized master bedroom with ensuite. Second entrance to the kitchen at the side of the home. Detached 20'10 x 10'11 garage at the back. Centrally located just a few minutes away from Richmond, Granville (Safeway and various restaurants & shops) & Oak Street. Within the David Lloyd George Elementary school and Sir Winston Churchill Secondary School district. Don't miss out!","All measurements approximate, buyer and/or buyers agent to verify if important. Front unit of duplex. Listing signed by POA. Home sold in As-Is condition as POA does not have any knowledge regarding home.","For Sale",,,"8/17/2018",,,,"$0.00","Freehold Strata",,,,,
"R2278441","Residential Detached","T","7420 112 STREET","Scottsdale","70","5","1970","22,000.00","House/Single Family","N. Delta","004-329-775","V4C 4V8","170.00",,,,,,,"2","RS3","$1,268,000","0.51","Fraser Valley","2",,,,,"48",,"778-939-5888",,,,"0","5",,,,,"Delta","Residential Detached",,,,"152",,"8/16/2018","1","2,320","1,222","Concrete Slab","$3,804.84",,,,"Yes",,,,"8/16/2018",,"6/7/2018",,,,"2",,"1",,"$1,468,000","12/6/2018",,"BC","A jewel in the woods! Sitting on 1/2 ac & set 100 ft from street, quiet & private. Roof renewed in 2008. Garage done in 2013. A small easement runs through the ravine. S/D & patio, 2 bedroom top and one bedroom ground level plus two bedroom in law suite potentials on ground level by simply adding the dividing wall. Subdivision potentials and buyer can do independent feasibility study. Spacious RV Parking. Sprinkler system located at the front and back yard. Well kept house. Additional part built around 1996 with all permits. 20 mins to adjacent skytrain station, ferry station, and U.S. border. 5 mins to new bridge route. Bus stop steps away and can not be more convenient. Near Sungod community centre, Scottsdale mall and Strawbury hill shopping center. Call for a private showing!","All measurement approximate, Buyers/Agents to verify if deemed important. Subdivision potentials and buyer can do independent feasibility study. Spacious RV Parking. Sprinkler system located at the front and back yard. Well kept house. Additional part built around 1996 with all permits.","For Sale",,,"8/16/2018",,,,,"Freehold NonStrata",,,,,
"R2293902","Residential Detached","S","15729 CLIFF AVENUE","White Rock","6","2","1958","7,404.00","House/Single Family","South Surrey White Rock","009-759-379","V4B 1W3","60.00",,,"$1,268,000","1.01","$659.04","8/14/2018","1","RS-1","$1,253,000","0.17","Fraser Valley","1",,,,"10/2/2018","60",,"604-812-5410",,,,"0","2",,,"GILL",,"White Rock","Residential Detached",,"8/14/2018","6","120",,"11/22/2018","1","1,924","0","Concrete Perimeter","$5,960.09","NOT USED",,,"Yes",,"CITY OF WHITE ROCK",,"8/17/2018",,"8/8/2018","White Rock",,,"2",,"2",,"$0",,,"BC","Here you have a great building lot. 60' frontage on 7,404 sqft. and as such the property is being sold as is where is. On the east side, there is a multi-million dollar home built on the same size lot. Every clear day provides you with an ocean view as far as the eye can see.",,"For Sale",,"1.01","8/17/2018",,,,,"Freehold NonStrata",,,,,
"R2276855","Residential Attached","X","2006 5628 BIRNEY AVENUE","University VW","66","2","2016","0.00","Apartment/Condo","Vancouver West","030-004-551","V6S 0H7",,,,,,,,"2","SC-3C","$1,268,000","0.00","Greater Vancouver","1",,,,,"2",,"778-522-1178",,,,"0","2",,,,,"Vancouver","Residential Attached",,,,,,"8/10/2018","0","850","0","Concrete Slab","$1,653.40",,,,"Yes",,,,"8/11/2018",,"6/6/2018",,,,"1",,"1",,"$0",,,"BC","Gorgeous 2 bedroom upper unit of the Laureates by Polygon near Wesbrook Village with a picturesque, tree-lined streets surrounded by various shops & services. Designed by renowned architect Walter Francl, this community features dramatic landscaping and an impressive water feature. This beautiful south facing unit with functional layout features 9 ft. ceiling, stylish interior with top of the line Bosch appliances, A/C and a large deck for you to enjoy the sunshine and moonlight overlooking the ocean and the park. Don't miss your opportunity, call for your private showing!   Open House : Sun. 7/15 2-4 PM","Measurements are approximate, buyer to verify if necessary. Parking #85. Locker #P1-84. Open House : Sun. 7/15 2-4 PM","For Sale",,,"8/11/2018",,,,"$289.81","Leasehold prepaid-Strata",,,,,
"R2286325","Residential Attached","C","305 1338 HOMER STREET","Yaletown","37","2","1995","0.00","Apartment/Condo","Vancouver West","019-048-416","V6B 6A7",,,,,,,,"2","CD-1","$1,268,000","0.00","Greater Vancouver","1",,,,,"23",,"604-787-2862",,,,"0","2",,,,,"Vancouver","Residential Attached",,,,,,"12/31/2018","0","1,152","0","Concrete Perimeter","$2,038.70",,,,"Yes",,,,"8/10/2018",,"7/4/2018",,,,"1",,"1",,"$1,298,000",,,"BC","Welcome to The Villas in the heart of YALETOWN. This bright and spacious 2 BDRM, 2 BATH + DEN + FLEX home has beautiful views to False Creek. The open plan living area is flooded with natural light; perfect for entertaining or relaxing at home. Generously sized bedrooms are private and quiet. Tastefully updated, loads of cupboards and storage locker too! Just steps to everything: Urban Fare, Wine bars, restaurants, The Roundhouse, parks, Seawall and transit. Resort amenities include indoor pool, hot tub, gym, sauna and beautiful private gardens. With 24 hr concierge, fully rain-screened & re-piped building, windows all done & pro-active strata, peace-of-mind is paramount here. Only 2 suites per floor. Rental & Pets OK. This home checks all the boxes.","Measured by iShot. Buyer to verify if important. (Strata Plan reads 1,109 sq ft.)  Parking #164. Storage locker #250. Rentals permitted (3 mos min). Pets permitted (3). Quick possession possible. Convenient to show by appointment. Rain-screened, windows done and re-piped. Open Aug 4 cancelled.","For Sale",,,"8/10/2018",,,,"$653.98","Freehold Strata","237",,,,
