"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"V1039266","Residential Detached","S","5450 WILTON AVENUE","Burnaby Lake","1950","House/Single Family","63","Burnaby South","Burnaby","6/30/2014","Dre","1","$3,982.00","12/17/2013","003-090-400",,,"12/19/2013","$550,000","$152.78","0.98","2","3","R4","$559,900","2","3,600","$152.78","0.98","House/Single Family","1",,"778-863-0838","3.2% ON THE FIRST 100K AND 1.1% ON BAL",,"122","1","66.00",,,"4","V5E 2K9",,,"BC",,,,
"V1037705","Residential Attached","S","301 29 SMITHE MEWS","Yaletown","2009","Apartment/Condo","4","Vancouver West","Vancouver","5/26/2014","Belinda","1","$1,346.00","11/26/2013","027-672-573",,"$353.16","12/28/2013","$552,000","$641.86","0.97","2","1","CD1","$569,000","32","860","$641.86","0.97","Apartment/Condo","1",,"604-763-8699","3.255% ON THE FIRST 100K AND 1.1625% ON THE BAL","Coopers Lookout",,"0",,,,"1","V6B 0B6",,"Rental Property","BC",,,,
"F1308500","Residential Detached","S","19140 72A AVENUE","Clayton","2012","House/Single Family","1","Cloverdale","Surrey","12/31/2013","TED TAKHAR","3","$3,069.00","4/6/2013","028-154-550",,,"12/24/2013","$552,380","$169.18","0.92","4","5","RF-12","$599,900","262","3,265","$169.18","0.92","House/Single Family","2",,"604-583-2000","S-4% 1ST 100K/1.15% BAL",,"91.90","1","39.43",,,"3","V4N 6L1",,"UPON ACCEPTED OFFER","BC",,,,
"F1325657","Residential Detached","S","7929 119B STREET","Scottsdale","1987","House/Single Family","26","N. Delta","Delta","1/31/2014","HOWARD OR BRAD","2","$2,712.00","11/13/2013","004-973-488",,,"12/27/2013","$552,500","$268.20","0.99","3","3","RS8","$559,500","44","2,060","$268.20","0.97","House/Single Family","1",,"604-802-1454","S-$3000",,"94","1","45.00",,,"4","V4C 8B1",,,"BC",,,,
"V1034930","Residential Attached","S","29 9688 KEEFER AVENUE","McLennan North","2009","Townhouse","4","Richmond","Richmond","2/4/2014","MABEL KO","2","$2,439.00","11/4/2013","027-768-091","3","$191.63","1/2/2014","$552,500","$370.31","0.92","3","3","ZT 50","$598,000","59","1,492","$370.31","0.92","Townhouse","1",,"604-813-8211","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","CHELSEA ESTATE",,"1",,,,"2","V6Y 0B6",,,"BC",,,,
"V1034000","Residential Detached","S","5751 OLIVER DRIVE","East Richmond","1992","House/Single Family","21","Richmond","Richmond","12/31/2013","LAWRENCE WONG","2","$2,615.00","10/28/2013","017-381-983",,,"12/29/2013","$553,000","$276.50","0.94","3","4","RS-1B","$589,800","62","2,000","$276.50","0.92","House/Single Family","1",,"604-657-9275","3.25% ON 1ST $100,000 PLUS 1.15% ON BALANCE",,,"2","0.00",,,"2","V6V 2P1",,,"BC",,,,
"V1000681","Residential Detached","S","24930 109TH AVENUE","Thornhill MR","2013","House/Single Family","0","Maple Ridge","Maple Ridge","12/31/2013","RON","4",,"4/8/2013","028-729-757",,,"1/2/2014","$554,929","$156.23","0.98","4","5","RS1B","$564,900","269","3,552","$156.23","0.93","House/Single Family","2",,"604-466-2838","2.5575% ON 1ST $100,000 & 1.1625% ON BAL","BAKER RIDGE ESTATES",,"1",,,,,"V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"F1327435","Residential Detached","S","6569 188TH STREET","Cloverdale BC","2003","House/Single Family","10","Cloverdale","Surrey","3/24/2014","DWAYNE","3","$3,715.00","12/23/2013","025-459-546",,,"1/2/2014","$555,000","$175.19","0.97","4","4","SFD","$570,000","10","3,168","$175.19","0.97","House/Single Family","2",,"604-817-4578","S-3.5% 1ST 100K/1.25% BAL",,"100","1","47.56",,,"4","V3S 8V1",,"AS IS WHERE IS CONDITION","BC",,,,
"V1036162","Residential Attached","S","3 888 W 16TH AVENUE","Cambie","1989","Townhouse","24","Vancouver West","Vancouver","3/31/2014","Angela Chase","2","$2,009.00","11/14/2013","013-930-940",,"$208.55","12/16/2013","$555,000","$492.02","0.98","2","2","CD-1","$568,000","32","1,128","$492.02","0.98","Townhouse","1",,"604-375-1284","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","Laural Mews",,"0",,,,"1","V5Z 1T1",,"PDS Dated Sept. 18, 2013","BC",,,,
"F1327078","Residential Detached","S","9 15055 20TH AVENUE","Sunnyside Park Surrey","2000","Townhouse","13","South Surrey White Rock","Surrey","3/31/2014","Jinny Ahn","2","$3,119.00","12/11/2013","024-452-602",,"$292.28","12/30/2013","$555,000","$348.62","0.96","3","3","MR/SFD","$579,000","19","1,592","$348.62","0.96","Townhouse","1",,"778-938-7225","S-3.22% 1ST 100K/1.15% BAL","HIGH GROVE, SUNNY SIDE PARK",,"1",,,,"4","V4A 9X9",,"AVAILABLE UPON ACCEPTED OFFER","BC",,,,
"V1038891","Residential Attached","S","1307 7979 FIRBRIDGE WAY","Brighouse","2013","Apartment/Condo","0","Richmond","Richmond","6/9/2014","DANIEL PANG","2",,"12/11/2013","029-196-922",,"$257.22","1/1/2014","$558,000","$646.58","0.96","2","2","ZMU15","$580,000","21","863","$646.58","0.96","Apartment/Condo","1",,"604-202-3128","3.255% ON 1ST $100,000/1.1625% ON BAL","QUINTET TOWER B",,"0",,,,"1","V6X 0K7",,,"BC",,,,
"F1325541","Residential Detached","S","10790 BURBANK DRIVE","Nordel","1980","House/Single Family","33","N. Delta","Delta","5/12/2014","Jenny or TB","2","$3,081.00","11/12/2013","005-499-291",,,"12/13/2013","$558,000","$262.34","1.04","3","3","RS1","$539,000","31","2,127","$262.34","1.04","House/Single Family","1",,"604-590-4888","S-3.5% 1ST 100K/1.15% BAL",,,"2","88.00",,,"5","V4C 4B9",,,"BC",,,,
"F1322766","Residential Detached","S","15825 101ST AVENUE","Guildford","1983","House/Single Family","30","North Surrey","Surrey","4/30/2014","Sunny Pamma","2","$2,643.00","9/30/2013","002-517-124",,,"12/13/2013","$558,000","$372.00","0.97","2","3","RF","$575,000","74","1,500","$372.00","0.95","House/Single Family","1",,"778-899-7996","S-3.22% 1ST 100K/1.15% BAL",,,"1","120.00",,,"2","V4N 2S6",,"upon offer","BC",,,,
"V1034981","Residential Attached","S","15 8291 GENERAL CURRIE ROAD","Brighouse South","1989","Townhouse","24","Richmond","Richmond","4/30/2014","SCOTT","2","$2,272.00","11/5/2013","013-133-829",,"$201.87","12/19/2013","$559,500","$308.77","0.97","3","3","RES","$574,900","44","1,812","$308.77","0.97","Townhouse","1",,"604-319-4438","3.255% ON 1ST $100,000/1.1625% ON BAL","THE GARDENS",,"1",,,,,"V6Y 1L9",,,"BC",,,,
"V1001713","Residential Attached","S","1403 8160 LANSDOWNE ROAD","Brighouse","2010","Apartment/Condo","3","Richmond","Richmond","12/30/2013","Ellen Chiang","2","$2,367.00","4/15/2013","028-153-511","16","$300.96","12/15/2013","$560,000","$558.33","0.97","2","2","CDT1","$578,000","244","1,003","$558.33","0.95","Apartment/Condo","1",,"778-998-7173","3.225% ON 1ST $100,000 + 1.1625% ON BAL + $1500","PRADO",,"1",,,,"2","V6X 0A9",,,"BC",,,,
"F1326716","Residential Detached","S","18872 70 AVENUE","Clayton","2003","House/Single Family","10","Cloverdale","Surrey","6/30/2014","TouchBase","3","$2,931.00","12/3/2013","025-486-853",,,"12/17/2013","$560,000","$188.93","0.98","4","4","RES","$569,800","14","2,964","$188.93","0.98","House/Single Family","1",,"604-541-4888","S-3.22% 1ST 100K/1.15% BAL*","Clayton",,"2","45.00",,,,"V4N 5K3",,"@ offer","BC",,,,
"F1321609","Residential Detached","S","12774 115A AVENUE","Bridgeview","2012","House/Single Family","1","North Surrey","Surrey","2/15/2014","Duc (David) Le","3","$2,291.00","9/11/2013","011-572-361",,,"1/2/2014","$563,000","$254.98","0.97","3","4","SFB","$580,000","113","2,208","$254.98","0.94","House/Single Family","1",,"604-537-9694","S-3.255% 1ST 100K/1.1625% BAL",,"100","1","50.00",,,"5","V3V 3R2",,,"BC",,,,
"F1324716","Residential Detached","S","11102 PITMAN PLACE","Nordel","2009","House/Single Family","4","N. Delta","Delta","1/31/2014","HOWARD OR BRAD","2","$3,343.00","10/26/2013","004-116-356",,,"12/21/2013","$564,650","$300.03","0.98","2","4","RS1","$579,000","56","1,882","$300.03","0.94","House/Single Family","1",,"604-802-1454","S-$3,000",,"85","2","87.00",,,"4","V4C 7K7",,,"BC",,,,
"V1024089","Residential Attached","S","102 5725 AGRONOMY ROAD","University VW","2006","Apartment/Condo","7","Vancouver West","Vancouver","3/15/2014","Text or touchbase","2","$1,608.00","8/26/2013","026-868-105",,"$273.72","12/17/2013","$565,000","$636.26","0.94","2","2","APT","$599,900","113","888","$636.26","0.94","Apartment/Condo","1",,"604-312-2366","3.255% ON 1ST 100K/1.1625% ON BAL","GLENLLOYD",,"1",,,,"1","V6T 1L9",,,"BC",,,,
"V1035884","Residential Detached","S","12138 261ST STREET","Websters Corners","2003","House/Single Family","10","Maple Ridge","Maple Ridge","3/31/2014","PENNY","2","$3,945.00","11/12/2013","010-248-579",,,"12/13/2013","$565,000","$260.97","0.97","3","3","RES","$579,900","31","2,165","$260.97","0.95","House/Single Family","1",,"604-818-8762","3.255% ON 1ST $100,000/1.1625% ON BAL",,"155","1","70.00",,,"6","V2W 2A6",,,"BC",,,,
"N232649","Residential Detached","S","4119 BRINK PLACE","Edgewood Terrace","2009","House/Single Family","4","PG City North (Zone 73)","Prince George","2/23/2014","COLIN BREADNER","3","$6,066.00","12/23/2013","024-870-978",,,"12/24/2013","$565,000","$139.54","0.99","3","5","RS1","$569,900","1","4,049","$139.54","0.99","House/Single Family","1",,"250-552-3949","3% ON 1ST $100,000/1.25% REMAINDER",,,"1","0.00",,,,"V2K 5G8",,,"BC",,,,
"V1035039","Residential Attached","S","902 155 W 1ST STREET","Lower Lonsdale","2004","Apartment/Condo","9","North Vancouver","North Vancouver","5/30/2014","Jonathan","2","$2,485.00","11/5/2013","026-019-957",,"$388.65","12/29/2013","$565,000","$610.81","1.00","2","2","MULTI","$568,000","54","925","$610.81","0.98","Apartment/Condo","1",,"604-250-1433","3.22/100/1.15","Time",,"1",,,,"1","V7M 3N8",,,"BC",,,,
"V1026505","Residential Attached","S","3201 4880 BENNETT STREET","Metrotown","2013","Apartment/Condo","0","Burnaby South","Burnaby","3/31/2014","ADELINA","2","$755.00","9/9/2013","029-052-165",,"$221.49","1/1/2014","$565,800","$696.80","0.99","2","2","APT","$570,000","114","812","$696.80","0.99","Apartment/Condo","1",,"604-318-8811","3.25% 1ST 100K/1.16% ON BAL","CHANCELLOR",,"0",,,,"1","V6H 0C1",,,"BC",,,,
"V1022865","Residential Attached","S","3203 909 MAINLAND STREET","Yaletown","2007","Apartment/Condo","6","Vancouver West","Vancouver","2/15/2014","YOUNG JEON","2","$2,097.00","8/15/2013","026-880-423",,"$308.00","12/21/2013","$566,000","$747.69","0.96","2","2","STRATA","$588,000","128","757","$747.69","0.96","Apartment/Condo","1",,"604-537-5005","3.255% ON 1ST $100,000 AND 1.1625% ON BALANCE","YALETOWN PARK II",,"0",,,,"1","V6B 1S3",,,"BC",,,,
"V1039004","Residential Attached","S","37 12891 JACK BELL DRIVE","East Cambie","1994","Townhouse","19","Richmond","Richmond","6/13/2014","JUDY","2","$2,251.00","12/13/2013","018-764-886","2","$223.17","12/30/2013","$566,800","$387.42","0.98","3","3","TH","$578,000","17","1,463","$387.42","0.98","Townhouse","1",,"604-551-0881","3.255% ON 1ST 100K/1.1625% ON BAL","CAPISTRANO",,"1",,,,"2","V6V 2T7",,,"BC",,,,
"V1035157","Land Only","S","11180 KINGSGROVE AVENUE","Ironwood",,,,"Richmond","Richmond","5/31/2014","BOB SETHI",,"$0.00","11/1/2013","029-138-868",,,"12/28/2013","$568,000","$111.81","0.96",,,"RS2/B","$589,000","57",,"$111.81","0.96","House/Single Family",,"Road Access","604-273-2828","3.255% ON 1ST $100,000 & 1.1625% OF BAL","IRONWOOD","126.88",,"40.57","Yes",,,"V7A 3A9",,,"BC","At Lot Line",,"At Lot Line","City/Municipal"
"V1039701","Residential Attached","S","501 538 W 7TH AVENUE","Fairview VW","2014","Apartment/Condo","0","Vancouver West","Vancouver","5/31/2014","ROBIN FU","2","$0.00","12/30/2013","800-082-586","10","$272.69","12/31/2013","$569,899","$750.86","0.99","2","2","RES","$577,899","1","759","$750.86","0.99","Apartment/Condo","1",,"778-688-0806","2.25% ON 1ST $100,000/1.1625% ON BAL","CAMBIE & 7TH",,"0",,,,"1","V5Z 1B3",,"NEW CONSTRUCTION","BC",,,,
"V1004316","Residential Detached","S","2354 ARGYLE CRESCENT","Garibaldi Highlands","1972","House/Single Family","41","Squamish","Squamish","4/29/2014","PETER OR MICHAEL","2","$3,789.00","4/29/2013","009-178-431",,,"12/28/2013","$570,000","$274.04","0.99","2","5","RS1","$575,000","243","2,080","$274.04","0.89","House/Single Family","1",,"604-892-8133","3.185% ON THE 1ST $100K & 1.1375% ON THE BALANCE","GARIBALDI HIGHLANDS","120","1","80.00",,,"6","V0N 1T0",,,"BC",,,,
"F1318587","Residential Detached","S","2332 CHARDONNAY LANE","Aberdeen","2011","House/Single Family","2","Abbotsford","Abbotsford","1/15/2014","DAISY CHOHAN","2","$4,600.00","8/1/2013","027-535-142",,,"12/15/2013","$570,000","$173.67","0.98","3","3","RS3","$582,500","136","3,282","$173.67","0.95","House/Single Family","1",,"604-306-6799","S-3.22% 1ST 100K/1.15% BAL",,"37.24","1","49.22",,,"6","V4X 0A6",,,"BC",,,,
"V1013722","Residential Detached","S","13877 MCKECHNIE ROAD","North Meadows PI","1960","House/Single Family","53","Pitt Meadows","Pitt Meadows","1/15/2014","LISA OR ELLE","2","$2,344.00","6/18/2013","028-839-986",,,"12/19/2013","$572,500","$220.96","0.95","2","3","A-1","$599,900","184","2,591","$220.96","0.95","House/Single Family","2",,"604-467-3871","3.255% ON 1ST $100,000./ & 1.1625% ON BALANCE",,,"1",,,,,"V3Y 1Z1",,,"BC",,,,
"V1036156","Residential Attached","S","2504 6240 MCKAY AVENUE","Metrotown","1990","Apartment/Condo","23","Burnaby South","Burnaby","1/31/2014","ELLEN","2","$3,253.00","11/12/2013","014-977-656",,"$317.38","12/21/2013","$573,800","$347.97","0.96","2","2","APT","$599,000","39","1,649","$347.97","0.96","Apartment/Condo","1",,"778-998-7173","3.255% 1ST 100,000/1.1625% ON BAL","GRANDE CORNICHE",,"1",,,,"2","V5H 4L8",,,"BC",,,,
"F1325329","Residential Detached","S","15516 22ND AVENUE","King George Corridor","1977","House/Single Family","36","South Surrey White Rock","Surrey","5/5/2014","Colleen O'Keefe","3","$3,035.00","11/5/2013","002-415-836",,,"12/15/2013","$575,000","$284.37","0.91","3","4","R1","$628,800","40","2,022","$284.37","0.89","House/Single Family","2",,"604-728-4747","S-3.22% 1ST 100K/1.15% BAL",,"122","1","60.00",,,"6","V4A 2C2",,,"BC",,,,
"V1039868","Residential Attached","S","58 650 ROCHE POINT DRIVE","Roche Point","1994","Townhouse","20","North Vancouver","North Vancouver","3/1/2014","KATRINA KABOLY","2","$3,504.00","1/1/2014","800-082-627",,"$286.38","1/1/2014","$575,000","$435.61","0.99","3","3","MF","$579,900","0","1,320","$435.61","0.99","Townhouse","1",,"778-558-8105","3.2% 1ST $100,000/1.15% BAL","RAVENWOODS",,"1",,,,"2","V7H 2Z5",,,"BC",,,,
"V1030325","Residential Attached","S","1706 1155 SEYMOUR STREET","Downtown VW","2005","Apartment/Condo","8","Vancouver West","Vancouver","2/1/2014","Call/text JULIET NICOLL","2","$2,172.00","10/1/2013","026-197-910","27","$399.61","12/13/2013","$576,900","$632.57","0.98","2","2","DD","$590,000","73","912","$632.57","0.96","Apartment/Condo","1",,"604-240-7625","3.255% ON 1ST 100K / 1.1625% ON BAL","BRAVA",,"1",,,,"1","V6B 3M7",,,"BC",,,,
"F1324753","Residential Detached","S","14573 60 AVENUE","Sullivan Station","2009","House/Single Family","4","Surrey","Surrey","6/30/2014","EDIE TAKAHASHI","4","$3,674.00","10/30/2013","027-064-301",,,"12/30/2013","$577,000","$187.16","0.96","5","6","RES","$599,900","61","3,083","$187.16","0.93","House/Single Family","2",,"778-840-7141","S-3.22% 1ST 100K/1.15% BAL","SULLIVAN HEIGHTS","107","1","29.50",,,"3","V3S 1R4",,,"BC",,,,
"V1037568","Residential Attached","S","1703 989 RICHARDS STREET","Downtown VW","2000","Apartment/Condo","13","Vancouver West","Vancouver","3/31/2014","Elizabeth Clay","2","$2,118.00","11/26/2013","024-979-457",,"$332.97","12/13/2013","$580,000","$682.35","0.97","2","2","RM3","$599,800","17","850","$682.35","0.97","Apartment/Condo","1",,"778-867-2888","3% OF THE 1ST 100K AND 1.15% OF THE REMAINDER","MONDRIAN",,"1",,,,"2","V6B 6R6",,,"BC",,,,
"V1032284","Residential Detached","S","22460 MCCLINTON AVENUE","Hamilton RI","1993","House/Single Family","20","Richmond","Richmond","3/16/2014","SHALI","2","$2,728.00","10/16/2013","017-458-340",,,"12/18/2013","$580,000","$238.10","0.95","3","4","RES","$612,000","63","2,436","$238.10","0.91","House/Single Family","1",,"778-888-8177","3.225% ON 1ST 100K/1.16% ON BAL + $5,000 BONUS",,"45","1","95.00",,,"5","V6V 2P8",,,"BC",,,,
"H1304287","Residential Detached","S","201 51075 FALLS COURT","Eastern Hillsides","2004","House/Single Family","9","Chilliwack","Chilliwack","4/30/2014","SARAH","4","$3,855.00","11/18/2013","025-746-898",,"$99.00","12/14/2013","$580,000","$177.37","1.00","4","4","OR3","$579,000","26","3,270","$177.37","1.00","House/Single Family","1",,"604-855-8060","3.5% 1ST 100K/1.25% BAL L 1/2 BF","THE FALLS-EMERALD RIDGE","123/.233 ACRES","3","82.50",,,"7","V4Z 1K7",,,"BC",,,,
"V1039586","Residential Attached","S","23 2658 MORNINGSTAR CRESCENT","Fraserview VE","1999","Townhouse","14","Vancouver East","Vancouver","4/30/2014","KEITH","2","$1,935.00","12/23/2013","017-133-891",,"$295.00","12/24/2013","$582,000","$364.89","0.97","2","3","CD1","$599,000","1","1,595","$364.89","0.97","Townhouse","1",,"604-626-3400","3% ON THE 1ST $100,000 & 1% ON THE BALANCE","FRASERWOODS",,"1",,,,,"V5S 4P4",,,"BC",,,,
"V1038818","Residential Detached","S","1124 LYNWOOD AVENUE","Oxford Heights","1988","House/Single Family","25","Port Coquitlam","Port Coquitlam","6/30/2014","Scott","2","$3,439.00","12/10/2013","010-060-952",,,"12/17/2013","$582,000","$243.51","0.99","3","4","SFD","$589,000","7","2,390","$243.51","0.99","House/Single Family","1",,"604-839-8239","3.255% ON THE 1ST 100,000 ND 1.1625% ON THE BAL",,"100","2","55.00",,,"6","V3B 6S3",,"December 4,2013","BC",,,,
"F1322085","Residential Detached","S","5875 179A STREET","Cloverdale BC","1974","House/Single Family","39","Cloverdale","Surrey","1/31/2014","Touchbase Lily","3","$3,097.00","9/20/2013","006-407-501",,,"12/22/2013","$584,900","$246.17","0.98","3","4","RFR","$598,900","93","2,376","$246.17","0.96","House/Single Family","2",,"604-533-3491","S-3.22% 1ST 100K/1.15% BAL",,"120.00","2","69.00",,,"8","V3S 4K7",,,"BC",,,,
"F1324743","Residential Detached","S","8350 144A STREET","Bear Creek Green Timbers","2003","House/Single Family","10","Surrey","Surrey","3/31/2014","RAJA","4","$3,688.00","10/28/2013","025-448-374",,,"12/26/2013","$585,000","$173.23","0.94","5","6","RF12","$624,500","59","3,377","$173.23","0.94","House/Single Family","2",,"604-657-6624","S-4% 1ST 100K/1.15% BAL",,"98","2","44.00",,,,"V3S 0P7",,,"BC",,,,
"F1323445","Residential Detached","S","10866 64A AVENUE","Sunshine Hills Woods","1973","House/Single Family","40","N. Delta","Delta","3/5/2014","JOHN","2","$3,157.00","10/5/2013","008-502-099",,,"1/2/2014","$585,000","$252.48","0.98","2","3","RS1","$598,000","89","2,317","$252.48","0.95","House/Single Family","1",,"604-943-9242","S-3.255% 1ST 100K/1.1625% BAL","Sunshine Hills","108","2","66.00",,,"3","V4E 1E1",,,"BC",,,,
"F1325703","Residential Detached","S","17942 70TH AVENUE","Cloverdale BC","2006","House/Single Family","7","Cloverdale","Surrey","1/30/2014","Bob","3","$3,312.00","11/8/2013","026-490-072",,,"12/17/2013","$585,000","$169.76","0.98","4","5","RF12S","$599,900","39","3,446","$169.76","0.98","House/Single Family","1",,"604-340-1747","S-3.255% 1ST 100K/1.1625% BAL","Provinceton",,"2","43.90",,,"4","V3S 7S5",,,"BC",,,,
"V1036515","Residential Attached","S","206 501 PACIFIC STREET","Downtown VW","2000","Townhouse","13","Vancouver West","Vancouver","3/31/2014","JENNIFER","1","$1,822.00","11/19/2013","024-637-831","33","$375.00","12/18/2013","$585,000","$631.75","0.98","2","1","DD","$599,000","29","926","$631.75","0.98","Townhouse","1",,"604-224-5277","3.255% ON 1ST $100,000/1.1625% ON BALANCE","THE 501",,"1",,,,"1","V6Z 2X6",,,"BC",,,,
"F1327205","Residential Detached","S","16539 86TH AVENUE","Fleetwood Tynehead","1991","House/Single Family","22","Surrey","Surrey","4/30/2014","Stuart Graham","2","$3,138.00","12/16/2013","015-838-927",,,"12/27/2013","$585,000","$293.38","0.98","2","3","RES","$594,800","11","1,994","$293.38","0.98","House/Single Family","1",,"604-541-4888","S-3.22% 1ST 100K/1.15% BAL","TYNEHEAD TERRACE","120.30","2","59.05",,,"4","V4N 3G9",,"Upon accepted offer","BC",,,,
"F1303367","Land Only","S","16308 28 AVENUE","Grandview Surrey",,,,"South Surrey White Rock","Surrey","2/28/2014","PAUL-DO NOT TOUCHBASE",,"$0.00","2/7/2013","029-055-288",,,"12/13/2013","$585,000","$89.22","0.98",,,"RF12","$599,900","309",,"$89.22","0.95","Other",,"Road Access","604-541-4888","S-$5000",,"84.67",,"77.44","Yes",,,"V3S 0E4",,"LAND ONLY","BC","At Lot Line",,"At Lot Line","City/Municipal"
